Name;Price;Address
3 vær. rækkehus på 79 m²;14.500  kr.;København S, Ejler Billes Allé
2 vær. lejlighed på 48 m²;10.000  kr.;Kongens Lyngby, Eremitageparken
3 vær. lejlighed på 84 m²;15.750  kr.;Valby, Valby Maskinfabriksvej
3 vær. lejlighed på 74 m²;15.500  kr.;Valby, Montagehalsvej
2 vær. lejlighed på 56 m²;11.000  kr.;København N, Baldersgade
1 værelse på 30 m²;9.500  kr.;København S, Majporten
1 værelse på 7 m²;2.700  kr.;Herlev, Sønderlundvej
4 vær. lejlighed på 87 m²;12.900  kr.;Glostrup, Murervangen
2 vær. lejlighed på 60 m²;7.000  kr.;Valby, Grønnehave Allé
3 vær. lejlighed på 86 m²;12.800  kr.;Glostrup, Murervangen
4 vær. lejlighed på 96 m²;13.768  kr.;Brøndby, Elektronikvej
2 vær. lejlighed på 48 m²;9.100  kr.;København Ø, Borgervænget
1 værelse på 8 m²;3.500  kr.;Herlev, Havnsøvej
3 vær. lejlighed på 89 m²;12.500  kr.;Frederiksberg, Dalgas Have
1 værelse på 18 m²;6.500  kr.;København V, Freundsgade
2 vær. lejlighed på 63 m²;13.493  kr.;København S, Amager Strandvej
2 vær. lejlighed på 79 m²;14.497  kr.;København S, Amager Strandvej
2 vær. lejlighed på 73 m²;14.250  kr.;København V, Matthæusgade
4 vær. lejlighed på 98 m²;14.537  kr.;Gentofte, Smakkegårdsvej
2 vær. lejlighed på 54 m²;9.750  kr.;Søborg, Tolstojs Alle
1 værelse på 12 m²;4.500  kr.;Albertslund, Havrens Kvt
1 vær. lejlighed på 23 m²;5.500  kr.;København S, Ulrik Birchs Allé
1 værelse på 19 m²;5.300  kr.;Søborg, Onsbjerg Alle
7 vær. lejlighed på 200 m²;22.000  kr.;Valby, Valby Langgade
2 vær. lejlighed på 55 m²;11.995  kr.;København S, Cumberlandsgade
1 værelse på 12 m²;7.100  kr.;København V, Reventlowsgade
1 værelse på 20 m²;8.000  kr.;Frederiksberg C, Sankt Nikolaj Vej
6 vær. hus på 103 m²;17.000  kr.;Rødovre, Skærbækvej
2 vær. lejlighed på 50 m²;6.800  kr.;København S, Tycho Brahes Allé
1 værelse på 11 m²;7.500  kr.;Frederiksberg C, Henrik Ibsens Vej
1 værelse på 14 m²;5.000  kr.;København V, Skjalm Hvides Gade
1 værelse på 12 m²;4.973  kr.;København NV, Tranevej
1 vær. lejlighed på 27 m²;5.800  kr.;Brøndby, Brøndbyøster Boulevard
1 værelse på 20 m²;5.000  kr.;Virum, Brovænget
1 værelse på 20 m²;6.000  kr.;Charlottenlund, Hartmannsvej
2 vær. lejlighed på 65 m²;16.500  kr.;Valby, Valby Langgade
4 vær. lejlighed på 110 m²;17.900  kr.;Brønshøj, Frederikssundsvej
1 vær. lejlighed på 31 m²;7.556  kr.;Hvidovre, Gammel Køge Landevej
3 vær. lejlighed på 74 m²;13.900  kr.;Dragør, Poppelvej
1 værelse på 12 m²;4.500  kr.;Frederiksberg, Grøndalsvej
2 vær. lejlighed på 64 m²;17.500  kr.;København S, Ved Amagerbanen
1 vær. lejlighed på 28 m²;6.800  kr.;Søborg, Runebergs Alle
1 vær. lejlighed på 50 m²;11.500  kr.;København Ø, Silkeborggade
2 vær. lejlighed på 66 m²;10.500  kr.;Hedehusene, Dræsinen
2 vær. lejlighed på 43 m²;11.500  kr.;København N, Tagensvej
2 vær. lejlighed på 48 m²;11.600  kr.;København N, Tagensvej
2 vær. lejlighed på 48 m²;11.600  kr.;København N, Tagensvej
4 vær. lejlighed på 110 m²;15.000  kr.;Smørum, Kong Haralds Park
1 vær. lejlighed på 23 m²;6.200  kr.;Bagsværd, Bagsværd Hovedgade
1 vær. lejlighed på 34 m²;8.950  kr.;København S, Englandsvej
2 vær. lejlighed på 61 m²;13.750  kr.;København S, Michael Strunges Vej
3 vær. lejlighed på 60 m²;9.000  kr.;Gentofte, Skjoldagervej
3 vær. lejlighed på 89 m²;15.700  kr.;København SV, Pladehals Allé
3 vær. lejlighed på 130 m²;25.500  kr.;København K, Frederiksborggade
1 værelse på 15 m²;5.500  kr.;København Ø, Viborggade
4 vær. lejlighed på 100 m²;16.150  kr.;København S, Richard Mortensens Vej
3 vær. lejlighed på 154 m²;24.000  kr.;København S, Øresund Parkvej
4 vær. lejlighed på 104 m²;12.650  kr.;Hedehusene, Havtornvej
3 vær. lejlighed på 91 m²;17.900  kr.;København S, C.F. Møllers Allé
3 vær. lejlighed på 96 m²;15.200  kr.;København S, Else Alfelts Vej
1 vær. lejlighed på 36 m²;8.300  kr.;Vanløse, Katrinedalsvej
4 vær. lejlighed på 104 m²;15.300  kr.;København S, Else Alfelts Vej
3 vær. lejlighed på 61 m²;11.750  kr.;København NV, Mågevej
4 vær. lejlighed på 109 m²;14.700  kr.;Rødovre, Møllevangen
1 vær. lejlighed på 26 m²;7.600  kr.;Frederiksberg, C.F. Richs Vej
1 vær. lejlighed på 28 m²;7.900  kr.;Frederiksberg, C.F. Richs Vej
2 vær. lejlighed på 31 m²;10.300  kr.;Frederiksberg, C.F. Richs Vej
1 vær. lejlighed på 23 m²;7.300  kr.;Frederiksberg, C.F. Richs Vej
1 vær. lejlighed på 26 m²;7.600  kr.;Frederiksberg, C.F. Richs Vej
1 vær. lejlighed på 38 m²;7.400  kr.;Valby, Følager
3 vær. lejlighed på 98 m²;13.600  kr.;Vallensbæk Strand, Margrethevænget
3 vær. lejlighed på 73 m²;12.495  kr.;Rødovre, Else Sørensens Vej
2 vær. lejlighed på 74 m²;12.200  kr.;Rødovre, Rødovre Port
1 vær. lejlighed på 39 m²;8.300  kr.;Rødovre, Rødovre Port
2 vær. lejlighed på 57 m²;11.200  kr.;Herlev, Vasekær
5 vær. lejlighed på 119 m²;15.600  kr.;Herlev, Vasekær
3 vær. lejlighed på 76 m²;13.300  kr.;Herlev, Hørkær
1 vær. lejlighed på 36 m²;9.000  kr.;Valby, Gammel Køge Landevej
1 vær. lejlighed på 30 m²;8.450  kr.;Valby, Gammel Køge Landevej
2 vær. lejlighed på 101 m²;23.500  kr.;København Ø, Nordre Frihavnsgade
4 vær. lejlighed på 110 m²;17.500  kr.;Brønshøj, Frederikssundsvej
5 vær. lejlighed på 107 m²;17.800  kr.;København S, Richard Mortensens Vej
4 vær. rækkehus på 120 m²;16.850  kr.;Hvidovre, Langkildevej,
2 vær. lejlighed på 70 m²;10.600  kr.;Hedehusene, Svanegade
2 vær. lejlighed på 65 m²;13.000  kr.;København S, Hveensvej
2 vær. lejlighed på 75 m²;12.200  kr.;København SV, Teglholm Tværvej
4 vær. lejlighed på 102 m²;14.300  kr.;Herlev, Hørkær
2 vær. lejlighed på 65 m²;11.700  kr.;Herlev, Hørkær
4 vær. lejlighed på 103 m²;12.500  kr.;Hedehusene, Svanegade
3 vær. lejlighed på 71 m²;11.700  kr.;Glostrup, Malervangen
3 vær. lejlighed på 62 m²;11.900  kr.;Rødovre, Rødovre Port
1 værelse på 20 m²;16.000  kr.;København S, Edvard Thomsens Vej
4 vær. lejlighed på 155 m²;22.950  kr.;København Ø, Omøgade
1 værelse på 11 m²;9.535  kr.;København SV, Teglholmsgade
1 værelse på 25 m²;5.000  kr.;København SV, Beethovensvej
3 vær. lejlighed på 160 m²;30.000  kr.;Klampenborg, Strandvejen
1 værelse på 20 m²;6.000  kr.;København N, Nørrebrogade
2 vær. lejlighed på 62 m²;12.500  kr.;Valby, Vigerslevvej
1 værelse på 15 m²;7.157  kr.;København K, Valkendorfsgade
1 værelse på 16 m²;5.000  kr.;Valby, Vigerslevvej
2 vær. lejlighed på 75 m²;14.000  kr.;Valby, Rasmus Rasks Vej
1 værelse på 22 m²;8.100  kr.;København S, Ejler Billes Allé
1 værelse på 19 m²;6.250  kr.;København V, Eskildsgade
1 værelse på 23 m²;8.500  kr.;København SV, Johan Kellers Vej
4 vær. lejlighed på 116 m²;23.700  kr.;Frederiksberg, Bernhard Bangs Alle
1 værelse på 21 m²;5.700  kr.;Charlottenlund, Fredensvej
4 vær. lejlighed på 117 m²;17.400  kr.;Søborg, Søborg Hovedgade
3 vær. lejlighed på 94 m²;12.700  kr.;Herlev, Engløbet
1 vær. lejlighed på 38 m²;8.700  kr.;Glostrup, Nørre Allé
3 vær. lejlighed på 94 m²;14.800  kr.;Gentofte, Ellegårdsvej
3 vær. rækkehus på 85 m²;14.900  kr.;Bagsværd, Skovbrynet
4 vær. lejlighed på 150 m²;25.995  kr.;København K, Pilestræde
5 vær. lejlighed på 138 m²;16.900  kr.;Brøndby, Park Allé
5 vær. rækkehus på 138 m²;16.900  kr.;Brøndby, Park Allé
6 vær. rækkehus på 156 m²;17.800  kr.;Brøndby, Park Allé
3 vær. lejlighed på 80 m²;17.500  kr.;København V, Valdemarsgade
3 vær. lejlighed på 123 m²;24.000  kr.;København Ø, Amerika Plads
5 vær. rækkehus på 136 m²;16.800  kr.;Brøndby, Park Allé
5 vær. rækkehus på 150 m²;17.400  kr.;Brøndby, Park Allé
3 vær. lejlighed på 98 m²;19.250  kr.;København SV, Ben Websters Vej
1 værelse på 8 m²;5.777  kr.;København S, Ørestads Boulevard
2 vær. lejlighed på 66 m²;14.685  kr.;København S, Amager Strandvej
1 vær. lejlighed på 34 m²;6.600  kr.;København SV, Støberigade
1 vær. lejlighed på 34 m²;6.600  kr.;København SV, Støberigade
2 vær. lejlighed på 58 m²;10.500  kr.;Valby, Folehaven
3 vær. lejlighed på 105 m²;17.900  kr.;København SV, Nordre Teglkaj
1 vær. lejlighed på 13 m²;3.000  kr.;Charlottenlund, Brannersvej
4 vær. lejlighed på 145 m²;19.333  kr.;København V, Vesterbrogade
3 vær. lejlighed på 85 m²;19.500  kr.;Hellerup, Jomsborgvej
1 vær. lejlighed på 59 m²;15.900  kr.;København K, Ny Kongensgade
1 værelse på 30 m²;6.000  kr.;København K, Vimmelskaftet
1 vær. lejlighed på 32 m²;6.500  kr.;Kongens Lyngby, Trongårdsvej
4 vær. hus på 124 m²;22.000  kr.;Hellerup, Kildegårdsvej
4 vær. hus på 119 m²;32.000  kr.;Frederiksberg, C. F. Richs vej
3 vær. lejlighed på 86 m²;14.800  kr.;Frederiksberg, A.D. Jørgensens Vej
3 vær. lejlighed på 139 m²;20.900  kr.;København K, Skindergade
3 vær. lejlighed på 67 m²;12.700  kr.;København S, Ørestads Boulevard
6 vær. rækkehus på 106 m²;16.000  kr.;Hedehusene, Kongelysvej
2 vær. lejlighed på 77 m²;13.900  kr.;Valby, Trekronergade
3 vær. lejlighed på 108 m²;13.000  kr.;Brønshøj, Torbenfeldtvej
1 værelse på 14 m²;5.500  kr.;Brønshøj, Brønshøjvej
5 vær. hus på 82 m²;19.900  kr.;Klampenborg, Taarbæk Strandvej
3 vær. lejlighed på 83 m²;16.300  kr.;Frederiksberg C, Fuglevangsvej
2 vær. lejlighed på 49 m²;8.746  kr.;Albertslund, Topperne
1 vær. lejlighed på 35 m²;8.000  kr.;Kongens Lyngby, Gyldendalsvej
1 vær. lejlighed på 31 m²;7.481  kr.;Hvidovre, Gammel Køge Landevej
1 værelse på 35 m²;8.250  kr.;København SV, Poppelstykket
2 vær. lejlighed på 69 m²;13.000  kr.;København S, Richard Mortensens Vej
3 vær. lejlighed på 90 m²;18.000  kr.;København SV, A.C. Meyers Vænge
2 vær. lejlighed på 63 m²;15.282  kr.;København Ø, Jagtvej
2 vær. lejlighed på 68 m²;11.250  kr.;København Ø, Lyngbyvej
4 vær. lejlighed på 105 m²;15.300  kr.;København S, Else Alfelts Vej
3 vær. lejlighed på 80 m²;11.732  kr.;Ballerup, Fjerkløvervej
3 vær. lejlighed på 80 m²;13.100  kr.;Rødovre, Højnæsvej
1 værelse på 20 m²;7.500  kr.;København Ø, Nygårdsvej
2 vær. lejlighed på 62 m²;13.500  kr.;Hellerup, Esthersvej
2 vær. lejlighed på 64 m²;10.800  kr.;Brøndby, Kirkebjerg Søpark
5 vær. lejlighed på 123 m²;6.500  kr.;København V, Constantin Hansens Gade
1 vær. lejlighed på 49 m²;10.300  kr.;Frederiksberg, Nordens Plads
3 vær. lejlighed på 95 m²;12.300  kr.;Vallensbæk Strand, Delta Park
2 vær. hus på 103 m²;10.000  kr.;Valby, Tjørnelunds Allé
1 vær. lejlighed på 35 m²;9.500  kr.;København NV, Peter Ipsens Allé
2 vær. lejlighed på 91 m²;14.500  kr.;København NV, Frederiksborgvej
3 vær. rækkehus på 170 m²;25.000  kr.;København S, Robert Jacobsens Vej
4 vær. lejlighed på 104 m²;16.000  kr.;Virum, Geelskovparken
4 vær. lejlighed på 107 m²;14.500  kr.;Herlev, Hørkær
3 vær. lejlighed på 83 m²;9.214,83  kr.;Herlev, Herlev Hovedgade
1 værelse på 18 m²;5.500  kr.;København V, Vesterbrogade
3 vær. lejlighed på 80 m²;12.745  kr.;Ballerup, Banegårdspladsen
3 vær. lejlighed på 86 m²;14.600  kr.;København S, C.F. Møllers Allé
4 vær. lejlighed på 108 m²;15.000  kr.;København S, Halldór Laxness Vej
5 vær. lejlighed på 120 m²;16.795  kr.;København S, Else Alfelts Vej
1 værelse på 18 m²;4.500  kr.;Søborg, Gladsaxevej
2 vær. lejlighed på 60 m²;8.250  kr.;Nærum, Lendemosevej
1 vær. lejlighed på 23 m²;7.300  kr.;Frederiksberg, C.F. Richs Vej
1 vær. lejlighed på 39 m²;8.295  kr.;Vanløse, Godthåbsvej
5 vær. lejlighed på 150 m²;22.000  kr.;Frederiksberg C, Åboulevard
4 vær. lejlighed på 89 m²;12.800  kr.;Taastrup, Rønnebygade
2 vær. lejlighed på 83 m²;10.900  kr.;Hedehusene, Sporstræde
4 vær. lejlighed på 95 m²;13.400  kr.;Taastrup, Rønnebygade
2 vær. lejlighed på 75 m²;10.600  kr.;Taastrup, Skjeberg Allé
4 vær. lejlighed på 140 m²;19.500  kr.;København S, Martha Christensens Vej
6 vær. lejlighed på 183 m²;29.900  kr.;København K, Vendersgade
1 vær. lejlighed på 23 m²;9.968  kr.;København K, Refshalevej
4 vær. rækkehus på 101 m²;18.800  kr.;København SV, A.C. Meyers Vænge
2 vær. lejlighed på 67 m²;14.100  kr.;København SV, A.C. Meyers Vænge
2 vær. lejlighed på 43 m²;8.000  kr.;Dragør, E C Hammersvej
4 vær. lejlighed på 110 m²;18.300  kr.;Valby, Elstarvej
3 vær. lejlighed på 102 m²;16.950  kr.;Valby, Valby Langgade
4 vær. lejlighed på 92 m²;15.495  kr.;København S, Hannemanns Allé
1 vær. lejlighed på 39 m²;4.644  kr.;Ballerup, Sømoseparken
5 vær. lejlighed på 219 m²;29.000  kr.;Charlottenlund, Rådhusvej
5 vær. lejlighed på 193 m²;29.500  kr.;Frederiksberg C, Gammel Kongevej
3 vær. lejlighed på 79 m²;13.100  kr.;København S, Else Alfelts Vej
2 vær. lejlighed på 49 m²;9.700  kr.;Hedehusene, Skolebakken
2 vær. lejlighed på 64 m²;10.614  kr.;Ballerup, Guldblommevej
2 vær. lejlighed på 60 m²;10.191  kr.;Ballerup, Guldblommevej
3 vær. lejlighed på 115 m²;17.700  kr.;Valby, Valby Langgade
4 vær. lejlighed på 147 m²;21.900  kr.;Valby, Valby Langgade
3 vær. lejlighed på 110 m²;17.600  kr.;Valby, Valby Langgade
3 vær. lejlighed på 97 m²;16.400  kr.;Valby, Valby Langgade
3 vær. lejlighed på 90 m²;17.000  kr.;Frederiksberg, Howitzvej
3 vær. lejlighed på 98 m²;16.400  kr.;Valby, Valby Langgade
3 vær. lejlighed på 80 m²;15.000  kr.;Valby, Valby Langgade
1 vær. lejlighed på 32 m²;3.843  kr.;Ballerup, Sømoseparken
2 vær. lejlighed på 68 m²;10.200  kr.;Taastrup, Tommerupgade
3 vær. lejlighed på 79 m²;11.000  kr.;Taastrup, Falsterbogade
4 vær. lejlighed på 117 m²;14.750  kr.;Vallensbæk Strand, Amalieparken
1 vær. lejlighed på 37 m²;8.600  kr.;Frederiksberg, Nordens Plads
3 vær. lejlighed på 94 m²;18.900  kr.;København V, Flaskehalsen
3 vær. lejlighed på 69 m²;14.400  kr.;København S, Michael Strunges Vej
3 vær. lejlighed på 112 m²;16.400  kr.;Virum, Hummeltoftevej
2 vær. lejlighed på 67 m²;11.300  kr.;Vallensbæk Strand, Carolinehaven
2 vær. lejlighed på 48 m²;9.000  kr.;København N, Møllegade
2 vær. lejlighed på 92 m²;16.500  kr.;København S, Edvard Thomsens Vej
3 vær. lejlighed på 86 m²;12.100  kr.;Skovlunde, Skovlunde Torv
3 vær. lejlighed på 118 m²;15.550  kr.;Rødovre, Irmavej
2 vær. lejlighed på 54 m²;12.500  kr.;København S, C. F. Møllers Allé
5 vær. lejlighed på 136 m²;23.000  kr.;Rødovre, Nørregårdsbakken
4 vær. lejlighed på 93 m²;14.400  kr.;Herlev, Hørkær
3 vær. lejlighed på 64 m²;14.093  kr.;København S, Njalsgade
2 vær. lejlighed på 73 m²;12.432  kr.;København S, Robert Jacobsens Vej
3 vær. lejlighed på 98 m²;14.500  kr.;København S, Halldór Laxness Vej
4 vær. lejlighed på 98 m²;14.500  kr.;Herlev, Hørkær
4 vær. lejlighed på 93 m²;14.100  kr.;Herlev, Hørkær
2 vær. lejlighed på 78 m²;16.400  kr.;København N, Nørre Sideallé
4 vær. lejlighed på 87 m²;18.100  kr.;København Ø, Stockholmsgade
2 vær. lejlighed på 53 m²;14.990  kr.;Frederiksberg C, Frederiksberg Alle
4 vær. lejlighed på 90 m²;14.100  kr.;Herlev, Hørkær
4 vær. lejlighed på 117 m²;15.750  kr.;Vallensbæk Strand, Margrethevænget
3 vær. lejlighed på 129 m²;23.300  kr.;København V, Puggaardsgade
2 vær. lejlighed på 54 m²;11.495  kr.;København S, Richard Mortensens Vej
1 vær. lejlighed på 48 m²;11.900  kr.;København S, Strandlodsvej
2 vær. lejlighed på 58 m²;10.000  kr.;Hedehusene, Stendraget
1 værelse på 41 m²;7.450  kr.;Søborg, Gyngemose Parkvej
3 vær. lejlighed på 57 m²;7.631  kr.;Vedbæk, Trørød Kollegiet
2 vær. lejlighed på 57 m²;10.400  kr.;Søborg, Gyngemose Parkvej
3 vær. lejlighed på 89 m²;14.200  kr.;Rødovre, Aage Knudsens Strøg
1 vær. lejlighed på 42 m²;10.400  kr.;København S, Irlandsvej
4 vær. lejlighed på 103 m²;17.400  kr.;København S, Else Alfelts Vej
4 vær. lejlighed på 115 m²;17.659  kr.;Frederiksberg C, Dr. Ablidsgårds Allé
3 vær. lejlighed på 96 m²;18.500  kr.;København SV, Ernie Wilkins Vej
1 vær. lejlighed på 35 m²;7.200  kr.;København NV, Rabarbervej
4 vær. hus på 169 m²;25.000  kr.;Vedbæk, Fagerparken
1 vær. lejlighed på 35 m²;7.200  kr.;København NV, Rabarbervej
2 vær. lejlighed på 105 m²;24.000  kr.;Nordhavn, Fortkaj
4 vær. lejlighed på 98 m²;18.000  kr.;København SV, Otto Brandenburgs Vej
4 vær. lejlighed på 98 m²;14.400  kr.;Bagsværd, Laurentsvej
1 værelse på 20 m²;7.500  kr.;Frederiksberg, Rolfsvej
4 vær. hus på 175 m²;21.000  kr.;Værløse, Skandrups Alle
2 vær. lejlighed på 54 m²;12.000  kr.;København Ø, Landskronagade
1 værelse på 18 m²;7.211  kr.;København SV, Belvederekaj
4 vær. lejlighed på 156 m²;32.000  kr.;København V, Bohrsgade
1 vær. lejlighed på 22 m²;7.195  kr.;Kongens Lyngby, Gammel Jernbanevej
1 vær. lejlighed på 49 m²;11.200  kr.;København S, Norgesgade
3 vær. lejlighed på 78 m²;11.995  kr.;Smørum, Flodvej
4 vær. lejlighed på 141 m²;21.808  kr.;Frederiksberg C, Hostrups Have
1 vær. lejlighed på 31 m²;7.481  kr.;Hvidovre, Gammel Køge Landevej
1 vær. lejlighed på 32 m²;8.100  kr.;Valby, Gammel Jernbanevej
4 vær. hus på 100 m²;17.500  kr.;Kastrup, Arkturus Alle
6 vær. lejlighed på 237 m²;31.067  kr.;København Ø, Gefionsgade
4 vær. lejlighed på 148 m²;25.000  kr.;Frederiksberg, Kong Georgs vej
4 vær. rækkehus på 109 m²;15.100  kr.;Glostrup, Banehavestien
4 vær. rækkehus på 109 m²;15.100  kr.;Glostrup, Banehavestien
4 vær. lejlighed på 91 m²;13.200  kr.;Glostrup, Baneleddet
3 vær. lejlighed på 83 m²;11.900  kr.;Glostrup, Baneleddet
3 vær. lejlighed på 89 m²;12.300  kr.;Glostrup, Baneleddet
3 vær. lejlighed på 79 m²;12.300  kr.;Glostrup, Baneleddet
2 vær. lejlighed på 59 m²;10.500  kr.;Glostrup, Baneleddet
3 vær. lejlighed på 85 m²;12.100  kr.;Glostrup, Baneleddet
2 vær. lejlighed på 62 m²;10.000  kr.;Dyssegård, Vangedevej
4 vær. rækkehus på 111 m²;15.100  kr.;Hedehusene, Havtornvej
5 vær. rækkehus på 130 m²;16.350  kr.;Hedehusene, Havtornvej
3 vær. lejlighed på 119 m²;17.000  kr.;Valby, Paradisæblevej
3 vær. lejlighed på 90 m²;12.500  kr.;Albertslund, Linde Allé
3 vær. lejlighed på 98 m²;19.250  kr.;København N, Sjællandsgade
1 vær. lejlighed på 38 m²;7.400  kr.;Valby, Følager
1 vær. lejlighed på 38 m²;7.400  kr.;Valby, Følager
1 vær. lejlighed på 38 m²;7.400  kr.;Valby, Følager
1 vær. lejlighed på 39 m²;7.400  kr.;Valby, Følager
6 vær. lejlighed på 152 m²;25.000  kr.;Klampenborg, Dalsgaardsvej
1 værelse på 10 m²;4.500  kr.;Glostrup, Skovsletten
3 vær. lejlighed på 67 m²;11.000  kr.;Glostrup, Grannålen
3 vær. lejlighed på 126 m²;27.500  kr.;København K, Store Strandstræde
4 vær. lejlighed på 96 m²;12.000  kr.;Hedehusene, Havtornvej
4 vær. lejlighed på 96 m²;11.800  kr.;Hedehusene, Havtornvej
3 vær. lejlighed på 76 m²;11.750  kr.;Herlev, Engløbet
1 vær. lejlighed på 36 m²;6.500  kr.;København K, Luftmarinegade
1 vær. lejlighed på 35 m²;8.650  kr.;København SV, Teglholmsgade
1 vær. lejlighed på 55 m²;12.500  kr.;København NV, Smedetoften
1 værelse på 12 m²;5.600  kr.;København S, Else Alfelts Vej
4 vær. lejlighed på 100 m²;14.000  kr.;Vallensbæk Strand, Dagmarhaven
1 værelse på 33 m²;10.800  kr.;København K, Store Kongensgade
2 vær. lejlighed på 54 m²;8.700  kr.;Kongens Lyngby, Lystoftevej
4 vær. lejlighed på 83 m²;12.600  kr.;Hedehusene, Havtornvej
1 vær. lejlighed på 123 m²;18.500  kr.;København K, Rosengården
5 vær. lejlighed på 146 m²;18.900  kr.;København S, Ørestads Boulevard
2 vær. lejlighed på 67 m²;14.450  kr.;København S, Lindgreens Allé
4 vær. lejlighed på 98 m²;15.200  kr.;København S, Ørestads Boulevard
5 vær. lejlighed på 146 m²;19.100  kr.;København S, Ørestads Boulevard
1 vær. lejlighed på 28 m²;8.400  kr.;Frederiksberg, Holger Danskes Vej
1 vær. lejlighed på 38 m²;8.900  kr.;København S, Ørestads Boulevard
1 vær. lejlighed på 35 m²;6.500  kr.;København S, Strandlodsvej
1 vær. lejlighed på 41 m²;9.550  kr.;København S, Ørestads Boulevard
1 værelse på 16 m²;5.000  kr.;København Ø, Vibekegade
1 vær. lejlighed på 41 m²;7.600  kr.;Valby, Følager
2 vær. lejlighed på 54 m²;8.500  kr.;Rødovre, Roskildevej
3 vær. lejlighed på 77 m²;7.500  kr.;Kastrup, Skelgårdsstræde
4 vær. lejlighed på 88 m²;12.750  kr.;Hedehusene, Havtornvej
4 vær. hus på 168 m²;18.500  kr.;Gentofte, Ermelundsvej
3 vær. lejlighed på 94 m²;16.300  kr.;København S, Strandlodsvej
3 vær. lejlighed på 88 m²;15.200  kr.;København S, Edvard Thomsens Vej
1 værelse på 15 m²;6.000  kr.;Frederiksberg C, N. J. Fjords Allé
1 værelse på 25 m²;5.000  kr.;Kongens Lyngby, Norgesvej
3 vær. lejlighed på 64 m²;12.500  kr.;Nærum, Skodsborgvej
6 vær. hus på 157 m²;25.000  kr.;Gentofte, Smakkegårdsvej
3 vær. lejlighed på 73 m²;12.700  kr.;Valby, Vigerslevvej
1 værelse på 43 m²;6.750  kr.;Hellerup, Højsgårds Alle
1 værelse på 14 m²;5.000  kr.;København Ø, Hjørringgade
3 vær. lejlighed på 100 m²;15.693  kr.;Gentofte, Niels Steensens Vej
3 vær. lejlighed på 100 m²;15.190  kr.;Gentofte, Niels Steensens Vej
3 vær. lejlighed på 149 m²;29.995  kr.;København K, Nyhavn
1 vær. lejlighed på 77 m²;12.500  kr.;København SV, Teglholm Allé
1 vær. lejlighed på 38 m²;7.400  kr.;Valby, Følager
2 vær. lejlighed på 67 m²;16.000  kr.;København V, Lagergade
4 vær. lejlighed på 106 m²;18.900  kr.;Valby, Montagehalsvej
1 værelse på 6 m²;6.100  kr.;København Ø, Masnedøgade
3 vær. lejlighed på 63 m²;16.350  kr.;København S, Bremensgade
3 vær. lejlighed på 91 m²;13.900  kr.;Rødovre, Næsbyvej
2 vær. lejlighed på 75 m²;14.900  kr.;København SV, Ernie Wilkins Vej
1 værelse på 12 m²;4.600  kr.;Vallensbæk Strand, Højstrupparken
2 vær. lejlighed på 83 m²;12.950  kr.;Rødovre, Blomsterstræde
1 værelse på 30 m²;8.900  kr.;Frederiksberg, Roskildevej
1 værelse på 10 m²;6.500  kr.;København K, Applebys Plads
2 vær. lejlighed på 50 m²;12.000  kr.;København S, Amagerbrogade
4 vær. lejlighed på 124 m²;16.500  kr.;København N, Blågårdsgade
3 vær. lejlighed på 108 m²;21.000  kr.;Frederiksberg, Mariendalsvej
1 værelse på 20 m²;3.900  kr.;København NV, Tagensvej
2 vær. lejlighed på 61 m²;16.200  kr.;København V, Ny Carlsbergvej
2 vær. lejlighed på 53 m²;25.000  kr.;København S, Kirkegårdsvej
2 vær. lejlighed på 86 m²;35.000  kr.;København K, Store Kongensgade
2 vær. lejlighed på 72 m²;13.000  kr.;København Ø, Bomhusvej
1 værelse på 26 m²;11.000  kr.;København NV, Fyrbødervej
4 vær. lejlighed på 166 m²;26.500  kr.;Hellerup, C V E Knuths Vej
1 vær. lejlighed på 40 m²;7.500  kr.;Valby, Følager
2 vær. lejlighed på 57 m²;13.000  kr.;Nærum, Nærum Hovedgade
2 vær. lejlighed på 60 m²;9.700  kr.;Brøndby Strand, Brøndby Strand Centrum
4 vær. rækkehus på 91 m²;19.800  kr.;København S, Ramundsvej
4 vær. lejlighed på 102 m²;14.400  kr.;Herlev, Hørkær
3 vær. lejlighed på 91 m²;13.300  kr.;Herlev, Hørkær
2 vær. lejlighed på 64 m²;11.200  kr.;Herlev, Hørkær
2 vær. lejlighed på 60 m²;10.800  kr.;Herlev, Hørkær
8 vær. hus på 285 m²;60.000  kr.;Klampenborg, Taarbæk Strandvej
7 vær. hus på 239 m²;45.000  kr.;Charlottenlund, Strandvejen
1 vær. lejlighed på 38 m²;5.500  kr.;København S, Strandlodsvej
3 vær. lejlighed på 113 m²;20.000  kr.;Kongens Lyngby, Lyngby Hovedgade
1 værelse på 10 m²;6.000  kr.;København Ø, Kristianiagade
1 vær. lejlighed på 38 m²;7.500  kr.;Valby, Følager
2 vær. lejlighed på 56 m²;8.913  kr.;Holte, Ernst Bojesens Vej
1 værelse på 34 m²;7.450  kr.;Søborg, Gyngemose Parkvej
2 vær. lejlighed på 74 m²;5.700  kr.;Kongens Lyngby, Østervang
2 vær. lejlighed på 70 m²;12.395  kr.;Rødovre, Else Sørensens Vej
3 vær. lejlighed på 99 m²;14.695  kr.;København S, Ørestads Boulevard
3 vær. lejlighed på 84 m²;12.250  kr.;Brøndby, Mekanikvej
3 vær. lejlighed på 85 m²;19.900  kr.;Hellerup, Jomsborgvej
